id;name;yearpublished;minplayers;maxplayers;playingtime;minplaytime;maxplaytime;averageweight;rank;average;bayesaverage;owning;domain;category;mechanic;image;desc
205637;Arkham Horror: The Card Game;2016;1;2;120;60;120;3,55;25;8,13;7,9;78632;Customizable Games, Thematic Games;Adventure, Card Game, Collectible Components, Exploration, Horror, Novel-based;Action Points, Area Movement, Communication Limits, Cooperative Game, Deck Construction, Events, Hand Management, Map Deformation, Modular Board, Push Your Luck, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img205637.jpg;Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between role-playing and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness!In the game, you, alone or with a friend (or up to three friends with two Core Sets), become investigators within the quiet New England town of Arkham. You have your talents, sure, but you also have your flaws. Perhaps you've dabbled a little too much in the writings of the Necronomicon, and its words continue to haunt you. Perhaps you feel compelled to cover up any signs of otherworldly evils, hampering your own investigations in order to protect the quiet confidence of the greater population. Perhaps you'll be scarred by your encounters with a ghoulish cult.No matter what compels you, no matter what haunts you, you'll find both your strengths and weaknesses reflected in your custom deck of cards, and these cards will be your resources as you work with your friends to unravel the world's most terrifying mysteries.Each of your adventures in Arkham Horror LCG carries you deeper into mystery. You'll find cultists and foul rituals. You'll find haunted houses and strange creatures. And you may find signs of the Ancient Ones straining against the barriers to our world...The basic mode of play in Arkham LCG is not the adventure, but the campaign. You might be scarred by your adventures, your sanity may be strained, and you may alter Arkham's landscape, burning buildings to the ground. All your choices and actions have consequences that reach far beyond the immediate resolution of the scenario at hand-and your actions may earn you valuable experience with which you can better prepare yourself for the adventures that still lie before you.
312484;Lost Ruins of Arnak;2020;1;4;120;30;120;2,92;26;8,07;7,9;72030;Family Games, Strategy Games;Adventure, Ancient, Exploration, Fantasy, Travel;Contracts, Deck, Bag, and Pool Building, Market, Multi-Use Cards, Once-Per-Game Abilities, Resource to Move, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img312484.jpg;On an uninhabited island in uncharted seas, explorers have found traces of a great civilization. Now you will lead an expedition to explore the island, find lost artifacts, and face fearsome guardians, all in a quest to learn the island's secrets.Lost Ruins of Arnak combines deck-building and worker placement in a game of exploration, resource management, and discovery. In addition to traditional deck-builder effects, cards can also be used to place workers, and new worker actions become available as players explore the island. Some of these actions require resources instead of workers, so building a solid resource base will be essential. You are limited to only one action per turn, so make your choice carefully... what action will benefit you most now? And what can you afford to do later... assuming someone else doesn't take the action first!?Decks are small, and randomness in the game is heavily mitigated by the wealth of tactical decisions offered on the game board. With a variety of worker actions, artifacts, and equipment cards, the set-up for each game will be unique, encouraging players to explore new strategies to meet the challenge.Discover the Lost Ruins of Arnak!-description from the publisher
237182;Root;2018;2;4;90;60;90;3,81;27;8,07;7,89;85733;Strategy Games, Wargames;Animals, Fantasy, Negotiation, Territory Building, Wargame;Action Points, Action Queue, Action Retrieval, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Multi-Use Cards, Negotiation, Point to Point Movement, Race, Sudden Death Ending, Take That, Variable Player Powers, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img237182.jpg;Root is a game of adventure and war in which 2 to 4 (1 to 6 with the 'Riverfolk' expansion) players battle for control of a vast wilderness. Like Vast: The Crystal Caverns, each player in Root has unique capabilities and a different victory condition. Now, with the aid of gorgeous, multi-use cards, a truly asymmetric design has never been more accessible.The nefarious Marquise de Cat has seized the great woodland, intent on harvesting its riches. Under her rule, the many creatures of the forest have banded together. This Alliance will seek to strengthen its resources and subvert the rule of Cats. In this effort, the Alliance may enlist the help of the wandering Vagabonds who are able to move through the more dangerous woodland paths. Though some may sympathize with the Alliance's hopes and dreams, these wanderers are old enough to remember the great birds of prey who once controlled the woods.Meanwhile, at the edge of the region, the proud, squabbling Eyrie have found a new commander who they hope will lead their faction to resume their ancient birthright. The stage is set for a contest that will decide the fate of the great woodland. It is up to the players to decide which group will ultimately take root.In Root, players drive the narrative, and the differences between each role create an unparalleled level of interaction and replayability. Leder Games invites you and your family to explore the fantastic world of Root!-description from the publisher
120677;Terra Mystica;2012;2;5;150;60;150;3,97;28;8,05;7,88;53094;Strategy Games;Civilization, Economic, Fantasy, Territory Building;Area Majority / Influence, Chaining, End Game Bonuses, Hexagon Grid, Income, Increase Value of Unchosen Resources, Network and Route Building, Tech Trees / Tech Tracks, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Victory Points as a Resource;C:\Users\Tomson\Documents\BGG1tool\img\img120677.jpg;"In the land of Terra Mystica dwell 14 different peoples in seven landscapes, and each group is bound to its own home environment, so to develop and grow, they must terraform neighboring landscapes into their home environments in competition with the other groups.Terra Mystica is a full information game, without any luck, that rewards strategic planning. Each player governs one of the 14 groups. With subtlety and craft, the player must attempt to rule as great an area as possible and to develop that group's skills. There are also four religious cults in which you can progress. To do all that, each group has special skills and abilities.Taking turns, the players execute their actions on the resources they have at their disposal. Different buildings allow players to develop different resources. Dwellings allow for more workers. Trading houses allow players to make money. Strongholds unlock a group's special ability, and temples allow you to develop religion and your terraforming and seafaring skills. Buildings can be upgraded: Dwellings can be developed into trading houses; trading houses can be developed into strongholds or temples; one temple can be upgraded to become a sanctuary. Each group must also develop its terraforming skill and its skill with boats to use the rivers. The groups in question, along with their home landscape, are:    Desert (Fakirs, Nomads)    Plains (Halflings, Cultists)    Swamp (Alchemists, Darklings)    Lake (Mermaids, Swarmlings)    Forest (Witches, Auren)    Mountain (Dwarves, Engineers)    Wasteland (Giants, Chaos Magicians)Proximity to other groups is a double-edged sword in Terra Mystica. Being close to other groups gives you extra power, but it also means that expanding is more difficult...Terra Mystica FAQ"
266192;Wingspan;2019;1;5;70;40;70;2,47;29;8,03;7,88;155567;Family Games, Strategy Games;Animals, Card Game, Educational;Action Queue, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game Abilities, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive;C:\Users\Tomson\Documents\BGG1tool\img\img266192.jpg;"Wingspan is&nbsp;a competitive, medium-weight, card-driven, engine-building board game from Stonemaier Games. It's designed by Elizabeth Hargrave and features over 170 birds illustrated by Beth Sobel, Natalia Rojas, and Ana Maria Martinez.You are bird enthusiasts-researchers, bird watchers, ornithologists, and collectors-seeking to discover and attract the best birds to your network of wildlife preserves. Each bird extends a chain of powerful combinations in one of your habitats (actions). These habitats  focus on several key aspects of growth:     Gain food tokens via custom dice in a birdfeeder dice tower     Lay eggs using egg miniatures in a variety of colors     Draw from hundreds of unique bird cards and play themThe winner is the player with the most points after 4 rounds.-description from the publisherFrom the 7th printing on, the base game box includes Wingspan: Swift-Start Promo Pack."
192135;Too Many Bones;2017;1;4;120;60;120;3,85;30;8,33;7,87;22559;Strategy Games, Thematic Games;Adventure, Dice, Fantasy, Fighting;Cooperative Game, Dice Rolling, Die Icon Resolution, Grid Movement, Narrative Choice / Paragraph, Resource to Move, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Stat Check Resolution, Tech Trees / Tech Tracks, Turn Order: Role Order, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img192135.png;"Too Many Bones comes loaded for bear by breaking into a new genre: the dice-builder RPG. This game takes everything you think you know about dice-rolling and turns it on its head. Dripping with strategy, this fantasy-based RPG puts you in the skin of a new race and takes you on an adventure to the northern territories to root out and defeat growing enemy forces and of course the infamous ""baddie"" responsible.Team up or go it alone in a 1-4 player Coop or Solo play campaign. With over 100+ unique skill dice and 4-7 classes to choose from, every battle is its own mini challenge to figure out. Your adventure will consist of 8-12 battles before you reach your final destination and face off against one of a number of possible kingpins in order to win. Along the way, you will be faced with storyline decisions that will quickly have you weighing risk/reward, odds, and logic - with dice woven into every aspect! Your party will also be faced with other decisions: when to rest, when to explore, or even which fights to pursue! The Encounter cards offer fun plot twists and some comic relief, all while setting the stage for your next battle."
164928;Orléans;2014;2;5;90;90;90;3,03;31;8,06;7,87;40120;Strategy Games;Medieval, Religious, Travel;Contracts, Deck, Bag, and Pool Building, End Game Bonuses, Events, Kill Steal, Point to Point Movement, Simultaneous Action Selection, Tech Trees / Tech Tracks, Turn Order: Progressive, Variable Set-up, Worker Placement, Different Worker Types;C:\Users\Tomson\Documents\BGG1tool\img\img164928.jpg;"During the medieval goings-on around Orléans, you must assemble a following of farmers, merchants, knights, monks, etc. to gain supremacy through trade, construction and science in medieval France.In Orléans, you will recruit followers and put them to work to make use of their abilities. Farmers and Boatmen supply you with money and goods; Knights expand your scope of action and secure your mercantile expeditions; Craftsmen build trading stations and tools to facilitate work; Scholars make progress in science; Traders open up new locations for you to use your followers; and last but not least, it cannot hurt to get active in monasteries since with Monks on your side you are much less likely to fall prey to fate.You will always want to take more actions than possible, and there are many paths to victory. The challenge is to combine all elements as best as possible with regard to your strategy."
96848;Mage Knight Board Game;2011;1;4;240;60;240;4,37;32;8,08;7,85;46304;Strategy Games, Thematic Games;Adventure, Exploration, Fantasy, Fighting, Miniatures;Card Play Conflict Resolution, Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Multi-Use Cards, Open Drafting, Role Playing, Solo / Solitaire Game, Tags, Turn Order: Claim Action, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img096848.jpg;The Mage Knight board game puts you in control of one of four powerful Mage Knights as you explore (and conquer) a corner of the Mage Knight universe under the control of the Atlantean Empire. Build your army, fill your deck with powerful spells and actions, explore caves and dungeons, and eventually conquer powerful cities controlled by this once-great faction!  In competitive scenarios, opposing players may be powerful allies, but only one will be able to claim the land as their own.  In cooperative scenarios, the players win or lose as a group.  Solo rules are also included.Combining elements of RPGs, deck-building, and traditional board games the Mage Knight board game captures the rich history of the Mage Knight universe in a self-contained gaming experience.
251247;Barrage;2019;1;4;120;60;120;4,11;33;8,16;7,85;23106;Strategy Games;Economic, Environmental, Industry / Manufacturing;Action Retrieval, Contracts, End Game Bonuses, Income, Network and Route Building, Ownership, Solo / Solitaire Game, Turn Order: Stat-Based, Variable Player Powers, Variable Set-up, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img251247.png;In the dystopic 1930s, the industrial revolution pushed the exploitation of fossil-based resources to the limit, and now the only thing powerful enough to quench the thirst for power of the massive machines and of the unstoppable engineering progress is the unlimited hydroelectric energy provided by the rivers.Barrage is a resource management strategic game in which players compete to build their majestic dams, raise them to increase their storing capacity, and deliver all the potential power through pressure tunnels connected to the energy turbines of their powerhouses.Each player represents one of the four international companies who are gathering machinery, innovative patents and brilliant engineers to claim the best locations to collect and exploit the water of a contested Alpine region crossed by rivers.Barrage includes two innovative and challenging mechanisms. First, the players must carefully plan their actions and handle their machinery, since both their action tokens and resources are stored on a Construction Wheel and will only be available after a full turn of the wheel. The better you manage your wheel, the earlier your resources and actions come back to you.Second, the water flow on the rivers depicted on the board is a shared and contested resource. Players have to intercept and store as much of the water as they can, build dams (upstream dams are expensive but can block part of the water before it reaches the downstream dams), raise the dams to increase their capacity, and build long tunnels to channel the water to their powerhouses. Water is never consumed - its flow is just used to produce energy -, it is instead released back to the rivers, so you have to strategically place your dams to recover the water diverted by you and the other players.Over five rounds, the players must fulfill power requirements represented by a common competitive power track and meet specific requests of personal contracts. At the same time, by placing a limited number of engineers, they attempt to enhance their machinery to acquire new and more efficient construction actions and to build and activate special unique-effect buildings to forward their own developing strategy.
324856;The Crew: Mission Deep Sea;2021;2;5;20;20;20;2,03;34;8,12;7,84;40181;Family Games;Adventure, Card Game, Deduction, Mythology, Nautical;Communication Limits, Cooperative Game, Hand Management, Scenario / Mission / Campaign Game, Trick-taking;C:\Users\Tomson\Documents\BGG1tool\img\img324856.jpg;"In the trick-taking card game The Crew: Mission Deep Sea, you and the other players work together to search for the lost continent of Mu. This new adventure takes your crew deep down into the abyss on a search for the fabled sunken land. How far you get depends entirely on how well you work together as a team. Card by card, trick by trick, your search party will discover the challenges that lie ahead and forge a path to Mu.This new version of The Crew has the same innovative co-operative trick-taking mechanism as the highly lauded original game - but with some exciting new surprises! While communication between your crew members is severely limited by your submerged state, it is also critical to your success; finding the hidden land in the murky depths depends not only on winning tricks, but also on carefully negotiating the order in which they are won. If things don't go as planned, you might just be able to salvage the operation, but it will take near flawless execution and perhaps a little luck to finally reach Mu.-description from the publisher"
199792;Everdell;2018;1;4;80;40;80;2,82;35;8,01;7,83;89210;Family Games, Strategy Games;Animals, Card Game, City Building, Fantasy;Contracts, End Game Bonuses, Hand Management, Income, Open Drafting, Ownership, Set Collection, Solo / Solitaire Game, Variable Set-up, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img199792.png;"Within the charming valley of Everdell, beneath the boughs of towering trees, among meandering streams and mossy hollows, a civilization of forest critters is thriving and expanding. From Everfrost to Bellsong, many a year have come and gone, but the time has come for new territories to be settled and new cities established. You will be the leader of a group of critters intent on just such a task. There are buildings to construct, lively characters to meet, events to host-you have a busy year ahead of yourself. Will the sun shine brightest on your city before the winter moon rises?Everdell is a game of dynamic tableau building and worker placement.On their turn a player can take one of three actions:a) Place a Worker: Each player has a collection of Worker pieces. These are placed on the board locations, events, and on Destination cards. Workers perform various actions to further the development of a player's tableau: gathering resources, drawing cards, and taking other special actions.b) Play a Card: Each player is building and populating a city; a tableau of up to 15 Construction and Critter cards. There are five types of cards: Travelers, Production, Destination, Governance, and Prosperity. Cards generate resources (twigs, resin, pebbles, and berries), grant abilities, and ultimately score points. The interactions of the cards reveal numerous strategies and a near infinite variety of working cities.c) Prepare for the next Season: Workers are returned to the players supply and new workers are added. The game is played from Winter through to the onset of the following winter, at which point the player with the city with the most points wins."
183394;Viticulture Essential Edition;2015;1;6;90;45;90;2,89;36;7,98;7,83;71069;Strategy Games;Economic, Farming;Contracts, Hand Management, Race, Solo / Solitaire Game, Turn Order: Auction, Victory Points as a Resource, Worker Placement, Worker Placement, Different Worker Types;C:\Users\Tomson\Documents\BGG1tool\img\img183394.jpg;In Viticulture, the players find themselves in the roles of people in rustic, pre-modern Tuscany who have inherited meagre vineyards. They have a few plots of land, an old crush pad, a tiny cellar, and three workers. They each have a dream of being the first to call their winery a true success.The players are in the position of determining how they want to allocate their workers throughout the year. Every season is different on a vineyard, so the workers have different tasks they can take care of in the summer and winter. There's competition over those tasks, and often the first worker to get to the job has an advantage over subsequent workers.Fortunately for the vineyard owners, people love to visit wineries, and it just so happens that many of those visitors are willing to help out around the vineyard when they visit as long as you assign a worker to take care of them. Their visits (in the form of cards) are brief but can be very helpful. Using those workers and visitors, the vineyard owners can expand their vineyards by building structures, planting vines, and filling wine orders, working towards the goal of running the most successful winery in Tuscany.Viticulture Essential Edition includes the base game of Viticulture and a few of the most popular modules from the original Tuscany expansion, including Mamas & Papas, Fields (previously known as Properties), expanded and revised Visitors, and Automa cards for a solo variant, along with a few minor rule changes.
366013;Heat: Pedal to the Metal;2022;1;6;60;30;60;2,19;37;8,04;7,8;41575;Family Games;Racing, Sports;Catch the Leader, Deck, Bag, and Pool Building, Hand Management, Programmed Movement, Push Your Luck, Race, Simulation, Simultaneous Action Selection, Solo / Solitaire Game, Track Movement, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img366013.png;"Based on simple and intuitive hand management, Heat: Pedal to the Metal puts players in the driver's seat of intense car races, jockeying for position to cross the finish line first, while managing their car's speed if they don't want to overheat. Selecting the right upgrades for their car will help them hug the curves and keep their engine cool enough to maintain top speeds. Ultimately, their driving skills will be the key to victory!Drivers can compete in a single race or use the ""Championship System"" to play a whole season in one game night, customizing their car before each race to claim the top spot of the podium. They have to be careful as the weather, road conditions, and events will change every race to spice up their championship. Players can also enjoy a solo mode with the Legends Module or add automated drivers as additional opponents in multiplayer games.-description from the publisher"
285774;Marvel Champions: The Card Game;2019;1;4;90;45;90;2,94;38;8,12;7,79;42824;Customizable Games;Card Game, Collectible Components, Comic Book / Strip, Fighting;Card Play Conflict Resolution, Cooperative Game, Deck Construction, Hand Management, Interrupts, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Turn Order: Progressive, Variable Player Powers, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img285774.jpg;"""With great power, there must also come great responsibility.""   -Stan Lee, Amazing Fantasy #15Iron Man and Black Panther team up to stop Rhino from rampaging through the streets of New York. Captain Marvel and Spider-Man battle Ultron as he threatens global annihilation. Do you have what it takes to join the ranks of these legendary heroes and become a champion?Jump into the Marvel Universe with Marvel Champions: The Card Game, a cooperative Living Card Game for one to four players!Marvel Champions: The Card Game invites players to embody iconic heroes from the Marvel Universe as they battle to stop infamous villains from enacting their devious schemes. As a Living Card Game, Marvel Champions is supported with regular releases of new product, including new heroes and scenarios.-description from the publisher"
175914;Food Chain Magnate;2015;2;5;240;120;240;4,19;39;8,05;7,79;25545;Strategy Games;Economic, Industry / Manufacturing;Delayed Purchase, Income, Market, Modular Board, Open Drafting, Simultaneous Action Selection, Victory Points as a Resource;C:\Users\Tomson\Documents\BGG1tool\img\img175914.png;"""Lemonade? They want lemonade? What is the world coming to? I want commercials for burgers on all channels, every 15 minutes. We are the Home of the Original Burger, not a hippie health haven. And place a billboard next to that new house on the corner. I want them craving beer every second they sit in their posh new garden."" The new management trainee trembles in front of the CEO and tries to politely point out that... ""How do you mean, we don't have enough staff? The HR director reports to you. Hire more people! Train them! But whatever you do, don't pay them any real wages. I did not go into business to become poor. And fire that discount manager, she is only costing me money. From now on, we'll sell gourmet burgers. Same crap, double the price. Get my marketing director in here!""Food Chain Magnate is a heavy strategy game about building a fast food chain. The focus is on building your company using a card-driven (human) resource management system. Players compete on a variable city map through purchasing, marketing and sales, and on a job market for key staff members. The game can be played by 2-5 serious gamers in 2-4 hours.German:""Limonade? Sie wollen Limonade? Was ist mit der Welt los? Ich will Werbung für Burger auf allen Kanälen, alle 15 Minuten. Wir sind die Heimat des Original-Burgers, kein Hippie-Gesundheitsparadies. Und stellen Sie eine Werbetafel neben das neue Haus an der Ecke. Ich will, dass sie jede Sekunde, in der sie in ihrem schicken neuen Garten sitzen, nach Bier lechzen."" Der neue Management-Trainee zittert vor dem CEO und versucht, höflich darauf hinzuweisen, dass... ""Wie meinen Sie das, wir haben nicht genug Personal? Der Personaldirektor berichtet an Sie. Stellen Sie mehr Leute ein! Bilden Sie sie aus! Aber was auch immer Sie tun, zahlen Sie ihnen keine echten Löhne. Ich bin nicht ins Geschäft eingestiegen, um arm zu werden. Und feuere diese Discount-Managerin, sie kostet mich nur Geld. Von nun an werden wir Gourmet-Burger verkaufen. Derselbe Mist, nur doppelt so teuer. Holen Sie meinen Marketingdirektor her!""Food Chain Magnate ist ein schweres Strategiespiel über den Aufbau einer Fast-Food-Kette. Der Schwerpunkt liegt auf dem Aufbau des eigenen Unternehmens mit Hilfe eines kartengesteuerten (Personal-)Managementsystems. Die Spieler konkurrieren auf einer variablen Stadtkarte durch Einkauf, Marketing und Verkauf sowie auf einem Stellenmarkt für wichtige Mitarbeiter.Das Spiel kann von 2-5 ernsthaften Spielern in 2-4 Stunden gespielt werden."
373106;Sky Team;2023;2;2;15;15;15;2,06;40;8,19;7,79;32087;Family Games, Thematic Games;Aviation / Flight;Communication Limits, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Worker Placement with Dice Workers;C:\Users\Tomson\Documents\BGG1tool\img\img373106.jpg;Sky Team is a co-operative game, exclusively for two players, in which you play a pilot and co-pilot at the controls of an airliner. Your goal is to work together as a team to land your airplane in different airports around the world.To land your plane, you need to silently assign your dice to the correct spaces in your cockpit to balance the axis of your plane, control its speed, deploy the flaps, extend the landing gear, contact the control tower to clear your path, and even have a little coffee to improve your concentration enough to change the value of your dice.If the aircraft tilts too much and stalls, overshoots the airport, or collides with another aircraft, you lose the game...and your pilot's license...and probably your life.From Montreal to Tokyo, each airport offers its own set of challenges. Watch out for the turbulence as this could end up being a bumpy ride!AWARDS & HONORS2024 - Gagnant Prix Jokers - catégorie Duo2024 - Gagnant Gold'n Gob - catégorie 2 joueurs2024 - Gagnant Mensa d'Or - catégorie Meilleur jeu Duo 2024 - Nederlandse Spellenprijs 2024 Winner2024 - Deutscher Spiele Preis 2024 - 2nd place 2024 - BG Stats - Most popular game2024 - Gra roku (Game of the year Poland) - 2 player category winner2024 - International Gamers Awards - 2 player category winner2023 - Swams des Jahres winner2024 - Dice Tower Awards - Best 2 player game2024 - Dice Tower Awards - Best cooperative game2024 - Dice Tower Awards - Most innovative game2024 - Spiel des Jahres Winner2024 - Best Light Game - BBQ Awards2024 - Best Cooperative Board Game - Origins Awards2024 - Best 2023 Insider Game - Les Lys (Québec) 2024 - Game of the Year - Spiel des Jahres 2024 (Germany)2024 - Best 2-Player & Innovation Gameplay - Big Awards 20242024 - Best 2-Player & Cooperative Game - Golden Geek Awards 2023       Runner up for Best Innovative & Thematic Game - Golden Geek Awards 20232023 - Best Cooperative Game - Board Game Quest2023 - Best 2-Player Game - Board Game Arena Awards2023 - Best 2-Player Game - Squirrelly Awards2023 - Best Board Game - Dicebreaker Tabletop Awards2023 - Two Player Board Game Winner - Game Boy Geek    2023 - Best Co-Op Game - Gaming Trend    2023 - Seal of Excellence - Dice Tower-description from the publisher
256960;Pax Pamir: Second Edition;2019;1;5;120;45;120;3,85;41;8,17;7,79;21789;Strategy Games;Economic, Educational, Negotiation, Political, Post-Napoleonic, Spies / Secret Agents;Action Points, Area Majority / Influence, Area Movement, Auction: Dutch, Hand Management, Increase Value of Unchosen Resources, Negotiation, Open Drafting, Score-and-Reset Game, Simulation, Solo / Solitaire Game, Tags, Take That;C:\Users\Tomson\Documents\BGG1tool\img\img256960.png;"In Pax Pamir, players assume the role of nineteenth century Afghan leaders attempting to forge a new state after the collapse of the Durrani Empire. Western histories often call this period ""The Great Game"" because of the role played by the Europeans who attempted to use central Asia as a theater for their own rivalries. In this game, those empires are viewed strictly from the perspective of the Afghans who sought to manipulate the interloping ferengi (foreigners) for their own purposes.In terms of game play, Pax Pamir is a pretty straightforward tableau builder. Players spend most of their turns purchasing cards from a central market, then playing those cards in front of them in a single row called a court. Playing cards adds units to the game's map and grants access to additional actions that can be taken to disrupt other players and influence the course of the game. That last point is worth emphasizing. Though everyone is building their own row of cards, the game offers many ways for players to interfere with each other directly and indirectly.To survive, players will organize into coalitions. Throughout the game, the dominance of the different coalitions will be evaluated by the players when a special card, called a ""Dominance Check"", is resolved. If a single coalition has a commanding lead during one of these checks, those players loyal to that coalition will receive victory points based on their influence in their coalition. However, if Afghanistan remains fragmented during one of these checks, players instead will receive victory points based on their personal power base.After each Dominance Check, victory is checked and the game will be partially reset, offering players a fresh attempt to realize their ambitions. The game ends when a single player is able to achieve a lead of four or more victory points  or after the fourth and final Dominance Check is resolved."
247763;Underwater Cities;2018;1;4;150;80;150;3,58;42;8,05;7,78;27204;Strategy Games;Card Game, City Building, Civilization, Industry / Manufacturing, Nautical, Science Fiction;End Game Bonuses, Hand Management, Income, Network and Route Building, Solo / Solitaire Game, Turn Order: Claim Action, Turn Order: Stat-Based, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img247763.png;"In Underwater Cities, which takes about 30-45 minutes per player, players represent the most powerful brains in the world, brains nominated due to the overpopulation of Earth to establish the best and most livable underwater areas possible.The main principle of the game is card placement. Three colored cards are placed along the edge of the main board  into 3 x 5 slots, which are also colored. Ideally players can place cards into slots of the same color. Then they can take both actions and advantages: the action depicted in the slot on the main board and also the advantage of the card. Actions and advantages can allow players to intake raw materials; to build and upgrade city domes, tunnels and production buildings such as farms, desalination devices and laboratories in their personal underwater area; to move their marker on the initiative track (which is important for player order in the next turn); to activate the player's ""A-cards""; and to collect cards, both special ones and basic ones that allow for better decision possibilities during gameplay.All of the nearly 220 cards - whether special or basic - are divided into five types according to the way and time of use. Underwater areas are planned to be double-sided, giving players many opportunities to achieve VPs and finally win."
284378;Kanban EV;2020;1;4;180;60;180;4,3;43;8,41;7,77;13988;Strategy Games;Economic, Industry / Manufacturing;Action Points, Hand Management, Variable Phase Order, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img284378.jpg;"Electric vehicles (EVs) have become more common since 2014 and are the future of the automobile industry. They are superior vehicles due to them being more efficient, easier to maintain, cleaner, and cheaper to run. They are computerized machines that use AI to improve safety and in the near future will provide autonomous driving. They receive software upgrades during their lifetime and are constantly improving, unlike their traditional combustion-engine counterparts, which start to become obsolete as soon as you start using them.You will be overseeing the production of these vehicles in Kanban EV, with ""kanban"" (??) being the name for a scheduling system that supports an efficient assembly line, just-in-time production, and a smooth workflow process. Over the course of the game, players take on the role of rookie employees who are trying to secure their career. You need to manage suppliers and supplies, improve and innovate automobile parts, and get your hands greasy on the assembly line in order to boost production and impress the factory manager.You must make shrewd use of the recycling facilities and the limited factory supplies in order to appropriate parts when the suppliers come up short. Because the factory must run at optimum efficiency, production doesn't wait for you or for mistakes. Sandra, the factory manager, will review your performance and keep the factory on tempo.Kanban EV is a game that focuses on resource and time management that puts you in the driver's seat of an entire production facility, racing for factory goals and the highest level of promotion. You earn production points (PP) for performing various actions in the game, and the player with the most PP at the end of the game wins.-description from publisherIncludes solo mode by Dávid Turczi"
3076;Puerto Rico;2002;3;5;150;90;150;3,27;44;7,91;7,77;82703;Strategy Games;City Building, Economic, Farming;Action Drafting, End Game Bonuses, Follow, Hidden Victory Points, Increase Value of Unchosen Resources, Turn Order: Progressive, Variable Phase Order;C:\Users\Tomson\Documents\BGG1tool\img\img003076.jpg;"In Puerto Rico, players assume the roles of colonial governors on the island of Puerto Rico. The aim of the game is to amass victory points by shipping goods to Europe or by constructing buildings.Each player uses a separate small board with spaces for city buildings, plantations, and resources. Shared between the players are three ships, a trading house, and a supply of resources and doubloons.The resource cycle of the game is that players grow crops which they exchange for points or doubloons. Doubloons can then be used to buy buildings, which allow players to produce more crops or give them other abilities. Buildings and plantations do not work unless they are manned by colonists.During each round, players take turns selecting a role card from those on the table (such as ""Trader"" or ""Builder""). When a role is chosen, every player gets to take the action appropriate to that role. The player that selected the role also receives a small privilege for doing so - for example, choosing the ""Builder"" role allows all players to construct a building, but the player who chose the role may do so at a discount on that turn. Unused roles gain a doubloon bonus at the end of each turn, so the next player who chooses that role gets to keep any doubloon bonus associated with it. This encourages players to make use of all the roles throughout a typical course of a game.Puerto Rico uses a variable phase order mechanism in which a ""governor"" token is passed clockwise to the next player at the conclusion of a turn. The player with the token begins the round by choosing a role and taking the first action.Players earn victory points for owning buildings, for shipping goods, and for manned ""large buildings."" Each player's accumulated shipping chips are kept face down and come in denominations of one or five. This prevents other players from being able to determine the exact score of another player. Goods and doubloons are placed in clear view of other players and the totals of each can always be requested by a player. As the game enters its later stages, the unknown quantity of shipping tokens and its denominations require players to consider their options before choosing a role that can end the game.In 2011 and mostly afterwards, Puerto Rico was published to include both Puerto Rico: Expansion I - New Buildings and Puerto Rico: Expansion II - The Nobles. These versions are included in the other game entry Puerto Rico, not this regular game entry for Puerto Rico. Some editions of Puerto Rico list the player count as 2-5 instead of 3-5, and they include variant rules for games with only two players."
